Termék neve;Kiszerelés neve;TK szám;Hatóanyag;Forg Eng Jog;ATC kód 1/ATC kód 2;A hiány kezdete;A hiány tervezett vége;A hiány oka;Javaslat a hiánykészítmény pótlására;
"MICROLAX végbéloldat;""4 X 5 ml tubusban"";""OGYI-T-23263/01"";""sodium citrate;sodium lauryl sulfoacetate;sorbitol"
"MICROPAQUE 1 g/ml belsõleges szuszpenzió vagy végbél szuszpenzió;""1 X 2000 ml palackban"";""OGYI-T-01128/01"";""barium sulfate"";""Guerbet Roissy CDG"";""V08BA01"";""2022-04-04 00:00:00"";"""";""Piaci megfontolások"";""Egyedi import"";"
"MICROPAQUE CT 50 mg/ml belsõleges szuszpenzió vagy végbélszuszpenzió;""1 X 150 ml palackban"";""OGYI-T-01636/01"";""barium sulfate"";""Guerbet Roissy CDG"";""V08BA01"";""2017-05-02 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MICROTRAST OESOPHAGUS paszta;""1 X 150 g tubusban"";""OGYI-T-01129/02"";""barium sulfate"";""Guerbet Roissy CDG"";""V08BA01"";""2012-01-01 00:00:00"";"""";""Hatóanyag"
"MIDAZOLAM ACCORD 5 mg/ml oldatos injekció vagy infúzió;""10 X 1 ml ampulla"";""OGYI-T-20965/02"";""midazolam"";""Accord Healthcare Polska Sp. z o.o."";""N05CD08"";""2023-07-13 00:00:00"";"""";""Megnövekedett igény"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MIDAZOLAM ACCORD 5 mg/ml oldatos injekció vagy infúzió;""10 X 10 ml ampulla"";""OGYI-T-20965/05"";""midazolam"";""Accord Healthcare Polska Sp. z o.o."";""N05CD08"";""2022-05-10 00:00:00"";"""";""Szállítási vagy raktározási gondok"";""Azonos hatóanyag"
"MIDAZOLAM ACCORD 5 mg/ml oldatos injekció vagy infúzió;""10 X 3 ml ampulla"";""OGYI-T-20965/03"";""midazolam"";""Accord Healthcare Polska Sp. z o.o."";""N05CD08"";""2024-04-17 00:00:00"";"""";""Gyártási gond"";""Azonos hatóanyag"
"MIDAZOLAM HAMELN 5 mg/ml oldatos injekció/infúzió;""10 X 10 ml ampulla"";""OGYI-T-23865/52"";""midazolam"";""Hameln Pharma GmbH"";""N05CD08"";""2025-02-05 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MIDAZOLAM KALCEKS 5 mg/ml oldatos injekció vagy infúzió;""10 X 1 ml ampulla"";""OGYI-T-23404/02"";""midazolam"";""AS KALCEKS"";""N05CD08"";""2022-05-05 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MIDAZOLAM KALCEKS 5 mg/ml oldatos injekció vagy infúzió;""10 X 3 ml ampulla"";""OGYI-T-23404/04"";""midazolam"";""AS KALCEKS"";""N05CD08"";""2022-05-05 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MIFLONIDE 400 mikrogramm inhalációs por kemény kapszulában;""6 X 10 - átlátszó buborékcsomagolásban"";""OGYI-T-08674/06"";""budesonide"";""Novartis Hungária Kft. Pharma részlege"";""R03BA02"";""2024-10-25 00:00:00"";"""";""Forgalmazás megszüntetése"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MILGAMMA N oldatos injekció;""100 X 2 ml OPC ampullában"";""OGYI-T-01598/03"";""cyanocobalamin;piridoxin-hidroklorid;thiamine (vit B1)"";""Wörwag Pharma GmbH&Co.KG"";""A11DB01"";""2012-07-09 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MILGAMMA N oldatos injekció;""25 X 2 ml OPC ampullában"";""OGYI-T-01598/02"";""cyanocobalamin;piridoxin-hidroklorid;thiamine (vit B1)"";""Wörwag Pharma GmbH&Co.KG"";""A11DB01"";""2012-07-09 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MINIRIN 0,1 mg/ml oldatos orrspray;""1 X 5 ml üvegben"";""OGYI-T-05644/11"";""desmopressin"";""Ferring Magyarország Kft."";""H01BA02"";""2020-07-10 00:00:00"";""2025-12-31 00:00:00"";""Gyártási gond"";""Kontingens"";"
"MINIRIN 4 mikrogramm/ml oldatos injekció;""10 X 1 ml ampulla"";""OGYI-T-05644/13"";""desmopressin"";""Ferring Magyarország Kft."";""H01BA02"";""2025-09-01 00:00:00"";"""";""Adminisztratív okok"";""Kontingens"";"
"MIRTASTAD 30 mg filmtabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-10548/01"";""mirtazapine"";""Stada Arzneimittel AG"";""N06AX11"";""2022-07-11 00:00:00"";"""";""Piaci megfontolások"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"MIRTASTAD 45 mg filmtabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-10548/03"";""mirtazapine"";""Stada Arzneimittel AG"";""N06AX11"";""2022-07-11 00:00:00"";"""";""Piaci megfontolások"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"MIRTAZAPIN SANDOZ 45 mg szájban diszpergálódó tabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-20584/06"";""mirtazapine"";""Sandoz Hungária Kft."";""N06AX11"";""2024-09-20 00:00:00"";"""";""Piaci megfontolások"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"MIXTURA PECTORALIS FoNo VII. HUNGARO-GAL;""1 X 200 g -"";""OGYI-T-09934/01"";""ipecacuanha"
"MIZAPIN 30 mg filmtabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-09779/17"";""mirtazapine"";""Zentiva"
"MOMEGEN 1 mg/g kenõcs;""1 X 20 g Al tubusban"";""OGYI-T-21408/03"";""mometasone"";""Viatris Ltd."";""D07AC13"";""2025-10-01 00:00:00"";""2026-01-15 00:00:00"";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MOMETASON PANNONPHARMA 50 mikrogramm/adag szuszpenziós orrspray;""1 X 140 adag HDPE tartályban"";""OGYI-T-23223/02"";""mometasone furoate"";""PannonPharma Kft."";""R01AD09"";""2025-03-06 00:00:00"";""2025-09-30 00:00:00"";""Gyártási gond"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"MONALUX  4 mg rágótabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-21635/02"";""montelukast"";""Krka d.d."
"MONALUX  5 mg rágótabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-21635/04"";""montelukast"";""Krka d.d."
"MONALUX 10 mg filmtabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-21635/06"";""montelukast"";""Krka d.d."
"MONO MACK DEPOT 100 mg retard tabletta;""14 X   - buborékcsomagolásban"";""OGYI-T-01979/01"";""isosorbide mononitrate"";""Pfizer Kft."";""C01DA14"";""2016-08-16 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MORPHINUM HYDROCHLORICUM TEVA 10 mg/ml oldatos injekció;""10 X 1 ml ampulla"";""OGYI-T-12716/01"";""morphine hydrochloride"";""Teva Gyógyszergyár Zrt."";""N02AA01"";""2016-07-29 00:00:00"";"""";""Gyártási gond"";""Kontingens"";"
"MORPHINUM HYDROCHLORICUM TEVA 10 mg/ml oldatos injekció;""50 X 1 ml ampulla"";""OGYI-T-12716/02"";""morphine hydrochloride"";""Teva Gyógyszergyár Zrt."";""N02AA01"";""2016-05-16 00:00:00"";"""";""Gyártási gond"";""Kontingens"";"
"MORPHINUM HYDROCHLORICUM TEVA 20 mg/ml oldatos injekció;""10 X 1 ml ampulla"";""OGYI-T-12716/03"";""morphine"";""Teva Gyógyszergyár Zrt."";""N02AA01"";""2016-07-01 00:00:00"";""2025-12-31 00:00:00"";""Gyártási gond"";""Kontingens"";"
"MORPHINUM HYDROCHLORICUM TEVA 20 mg/ml oldatos injekció;""50 X 1 ml ampulla"";""OGYI-T-12716/04"";""morphine"";""Teva Gyógyszergyár Zrt."";""N02AA01"";""2016-04-15 00:00:00"";"""";""Gyártási gond"";""Kontingens"";"
"MOVALIS 15 mg tabletta;""10 X   - buborékcsomagolásban"";""OGYI-T-06152/02"";""meloxicam"";""Boehringer Ingelheim International GmbH"";""M01AC06"";""2018-02-16 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MOXIFLOXACIN-RATIOPHARM 400 mg filmtabletta;""10 X   - buborékcsomagolásban"";""OGYI-T-22336/03"";""moxifloxacin"";""Teva Gyógyszergyár Zrt."";""J01MA14"";""2025-05-07 00:00:00"";""2026-02-10 00:00:00"";""Megnövekedett igény"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"MOXIFLOXACIN-RATIOPHARM 400 mg filmtabletta;""7 X   - buborékcsomagolásban"";""OGYI-T-22336/02"";""moxifloxacin"";""Teva Gyógyszergyár Zrt."";""J01MA14"";""2025-03-11 00:00:00"";""2026-02-10 00:00:00"";""Megnövekedett igény"";""Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)"";"
"MUCOPLANT DR. THEISS Borostyán köhögés elleni szirup;""1 X 100 ml üvegben"";""OGYI-T-22743/01"";""Ivy leaf"";""Naturwaren GmbH"";""R05C"";""2018-09-27 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MUCOPLANT DR. THEISS Eukaliptusz és fenyõolaj kenõcs;""1 X 50 g üvegben"";""OGYI-T-22433/01"";""camphor;Eucalyptus oil;pine sylvestris oil"";""Naturwaren GmbH"";""R05"";""2025-01-14 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MUCOPLANT DR. THEISS Kakukkfû ánizsolajjal belsõleges oldatos cseppek;""1 X 30 ml barna üvegpalackban"";""OGYI-TN-32/01"";""anise oil;extr. thymi vulgaris herba"";""Naturwaren GmbH"";""R05"";""2022-01-20 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MUCOPRONT 50 mg/g szirup;""1 X 90 ml üvegben"";""OGYI-T-01381/01"";""carbocisteine"";""Bausch Health Ireland Ltd."";""R05CB03"";""2022-03-22 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MUKAMBRO 10 mg/adag belsõleges oldatos spray;""1 X 13 ml üvegben"";""OGYI-T-20385/01"";""ambroxol"";""GMep Medical Technology GmbH"";""R05CB06"";""2017-03-09 00:00:00"";"""";""Adminisztratív okok"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"MULTIHANCE 0,5 M oldatos injekció;""1 X 10 ml injekciós üvegben"";""OGYI-T-08432/02"";""gadobenate dimeglumine"";""Bracco Imaging S.P.A."";""V08CA08"";""2017-02-24 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MULTIHANCE 0,5 M oldatos injekció;""1 X 15 ml injekciós üvegben"";""OGYI-T-08432/03"";""gadobenate dimeglumine"";""Bracco Imaging S.P.A."";""V08CA08"";""2020-04-29 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MULTIHANCE 0,5 M oldatos injekció;""1 X 5 ml injekciós üvegben"";""OGYI-T-08432/01"";""gadobenate dimeglumine"";""Bracco Imaging S.P.A."";""V08CA08"";""2017-02-24 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MULTIHANCE 529 mg/ml oldatos injekció elõretöltött fecskendõben;""1 X 10 ml elõretöltött fecskendõben"";""OGYI-T-08432/05"";""gadobenate dimeglumine"";""Bracco Imaging S.P.A."";""V08CA08"";""2017-02-24 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MULTIHANCE 529 mg/ml oldatos injekció elõretöltött fecskendõben;""1 X 15 ml elõretöltött fecskendõben"";""OGYI-T-08432/06"";""gadobenate dimeglumine"";""Bracco Imaging S.P.A."";""V08CA08"";""2017-02-24 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MULTIHANCE 529 mg/ml oldatos injekció elõretöltött fecskendõben;""1 X 20 ml elõretöltött fecskendõben"";""OGYI-T-08432/07"";""gadobenate dimeglumine"";""Bracco Imaging S.P.A."";""V08CA08"";""2017-02-24 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MYCOSYST 150 mg kemény kapszula;""100 X   - HDPE tartályban"";""OGYI-T-06419/09"";""fluconazole"";""Richter Gedeon Nyrt."";""J02AC01"";""2025-03-12 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"MabThera  100 mg koncentrátum oldatos infúzióhoz;""2 X   - injekciós üvegben"";""EU/1/98/067/001"";""rituximab"";""Roche Registration GmbH"";""L01XC02"";""2023-01-17 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más gyógyszerformában elérhetõ"";"
"MabThera  500 mg koncentrátum oldatos infúzióhoz;""1 X   - injekciós üvegben"";""EU/1/98/067/002"";""rituximab"";""Roche Registration GmbH"";""L01XC02"";""2023-03-31 00:00:00"";"""";""Piaci megfontolások"";""Egyedi import"";"
"MabThera 1600 mg szubkután oldatos injekció;""1 X 13.4 ml injekciós üvegben"";""EU/1/98/067/004"";""rituximab"";""Roche Registration GmbH"";""L01XC02"";""2024-04-30 00:00:00"";"""";""Piaci megfontolások"";""Egyedi import"";"
"Matever  100 mg/ml koncentrátum oldatos infúzióhoz;""10 X 5 ml injekciós üvegben"";""EU/1/11/711/030"";""levetiracetam"";""Pharmathen S.A."";""N03AX14"";""2025-10-10 00:00:00"";""2025-12-01 00:00:00"";""Szállítási vagy raktározási gondok"";""Egyedi import"";"
"Menveo por és oldat oldatos injekcióhoz;""1 X   - injekciós üvegben"";""EU/1/10/614/003"";""vakcina (bakteriális)"";""GSK Vaccines S.r.l."";""J07AH08"";""2021-05-21 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"Metalyse 8000 egység (40 mg) por és oldószer oldatos injekcióhoz;""1 X 40 mg injekciós üvegben"";""EU/1/00/169/005"";""tenecteplase"";""Boehringer Ingelheim International GmbH"";""B01AD11"";""2012-10-30 00:00:00"";"""";""Piaci megfontolások"";""Egyedi import"";"
"Metalyse 8000 egység (40 mg) por és oldószer oldatos injekcióhoz;""1 X 40 mg injekciós üvegben"";""EU/1/00/169/005"";""tenecteplase"";""Boehringer Ingelheim International GmbH"";""B01AD11"";""2012-10-30 00:00:00"";"""";""Piaci megfontolások"";""Egyedi import"";"
"Mimpara 30 mg filmtabletta;""28 X   - buborékcsomagolásban"";""EU/1/04/292/002"";""cinacalcet"";""Amgen Europe B.V."";""H05BX01"";""2025-04-01 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag"
"Mimpara 60 mg filmtabletta;""28 X   - buborékcsomagolásban"";""EU/1/04/292/006"";""cinacalcet"";""Amgen Europe B.V."";""H05BX01"";""2024-06-14 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"Mirapexin 0,088 mg tabletta;""30 X   - "";""EU/1/97/051/001"";""pramipexole"";""Boehringer Ingelheim International GmbH"";""N04BC05"";""2024-05-30 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"Mirapexin 0,18 mg tabletta;""30 X   - "";""EU/1/97/051/003"";""pramipexole"";""Boehringer Ingelheim International GmbH"";""N04BC05"";""2024-05-30 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"Mircera   30 mikrogramm/0,3 ml oldatos injekció elõretöltött fecskendõben;""1 X 0.3 ml elõretöltött fecskendõben"";""EU/1/07/400/017"";""methoxy polyethylene glycol-epoetin beta"";""Roche Registration GmbH"";""B03XA03"";""2021-06-02 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"Mircera  200 mikrogramm/0,3 ml oldatos injekció elõretöltött fecskendõben;""1 X 0.3 ml elõretöltött fecskendõben"";""EU/1/07/400/012"";""methoxy polyethylene glycol-epoetin beta"";""Roche Registration GmbH"";""B03XA03"";""2017-10-04 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"Mirvaso 3 mg/g gél;""1 X 30 g tubusban"";""EU/1/13/904/006"";""brimonidine"";""Galderma International"";""D11AX21"";""2016-10-01 00:00:00"";"""";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"Modigraf 1 mg granulátum belsõleges szuszpenzióhoz;""50 X   - "";""EU/1/09/523/002"";""tacrolimus"";""Astellas Pharma Europe B.V."";""L04AD05"";""2019-01-24 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"Movymia 20 mikrogramm/80 mikroliter oldatos injekció;""1 X 2.4 ml patronban"";""EU/1/16/1161/003"";""Teriparatide"";""Stada Arzneimittel AG"";""H05AA02"";""2025-10-07 00:00:00"";""2025-11-16 00:00:00"";""Gyártási gond"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"Mycamine  50 mg por oldatos infúzióhoz;""1 X 10  ml "";""EU/1/08/448/001"";""micafungin"";""Sandoz Pharmaceuticals d.d."";""J02AX05"";""2024-09-26 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag"
"Mycamine 100 mg por oldatos infúzióhoz;""1 X 10  ml "";""EU/1/08/448/002"";""micafungin"";""Sandoz Pharmaceuticals d.d."";""J02AX05"";""2024-09-26 00:00:00"";"""";""Piaci megfontolások"";""Azonos hatóanyag"
"NACREZ 0,075 mg filmtabletta;""1 X 28 - buborékcsomagolásban"";""OGYI-T-22247/01"";""desogestrel"";""Theramex Ireland Ltd."";""G03AC09"";""2016-12-05 00:00:00"";"""";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NAMAXIR 15 mg oldatos injekció elõretöltött fecskendõben;""1 X 0.375 ml elõretöltött fecskendõben"";""OGYI-T-22895/09"";""methotrexate"";""Actavis Group PTC ehf."";""L04AX03"";""2023-10-11 00:00:00"";"""";""Gyártási gond"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"NAMAXIR 20 mg oldatos injekció elõretöltött fecskendõben;""1 X 0.50 ml elõretöltött fecskendõben"";""OGYI-T-22895/13"";""methotrexate"";""Actavis Group PTC ehf."";""L04AX03"";""2024-04-03 00:00:00"";"""";""Hatóanyag"
"NAROPIN  7,5 mg/ml oldatos injekció;""5 X 20 ml ampulla"";""OGYI-T-07214/02"";""ropivacaine"";""Sandoz Hungária Kft."";""N01BB09"";""2025-11-04 00:00:00"";""2026-05-01 00:00:00"";""Gyártási gond"";""Ugyanaz a gyógyszer más hatáserõsségben elérhetõ"";"
"NATRIUM CHLORATUM TEVA 0,9% oldatos injekció;""10 X 10 ml ampulla"";""OGYI-T-09776/03"";""sodium chloride"";""Teva Gyógyszergyár Zrt."";""V07AB"";""2018-01-25 00:00:00"";"""";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NATRIUM CHLORATUM TEVA 0,9% oldatos injekció;""100 X 10 ml ampulla"";""OGYI-T-09776/04"";""sodium chloride"";""Teva Gyógyszergyár Zrt."";""V07AB"";""2016-08-19 00:00:00"";"""";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NATRIUM CHLORATUM TEVA 10% oldatos injekció;""10 X 10 ml OPC ampullában"";""OGYI-T-09776/05"";""sodium chloride"";""Teva Gyógyszergyár Zrt."";""B05XA03"";""2016-08-14 00:00:00"";"""";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NEBIVOLOL EGIS 5 mg tabletta;""30 X   - buborékcsomagolásban"";""OGYI-T-21069/03"";""nebivolol"";""Egis Gyógyszergyár Zrt."";""C07AB12"";""2025-07-31 00:00:00"";""2026-12-31 00:00:00"";""Piaci megfontolások"";""Azonos hatóanyag"
"NEO CITRAN belsõleges por felnõtteknek;""6 X   - tasakban"";""OGYI-T-04545/01"";""phenylephrine;paracetamol;ascorbic acid;pheniramine maleate"";""Haleon Hungary Kft."";""N02BE51"";""2025-03-21 00:00:00"";"""";""Piaci megfontolások"";""Ugyanaz a gyógyszer más kiszerelésben elérhetõ"";"
"NEO-ANGIN cseresznye szopogató tabletta;""24 X   - buborékcsomagolásban"";""OGYI-T-10365/05"";""Dichlorobenzyl alcohol;amylmetacresol;Levomenthol"";""Divapharma GmbH"";""R02AA20"";""2024-12-10 00:00:00"";""2026-01-10 00:00:00"";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NEO-ANGIN cukormentes szopogató tabletta;""12 X   - buborékcsomagolásban"";""OGYI-T-10365/15"";""amylmetacresol;Levomenthol;Dichlorobenzyl alcohol"";""Divapharma GmbH"";""R02AA20"";""2022-04-30 00:00:00"";""2026-01-10 00:00:00"";""Piaci megfontolások"";""Azonos hatóanyag"
"NEO-ANGIN cukormentes szopogató tabletta;""16 X   - buborékcsomagolásban"";""OGYI-T-10365/12"";""amylmetacresol;Levomenthol;Dichlorobenzyl alcohol"";""Divapharma GmbH"";""R02AA20"";""2022-04-30 00:00:00"";""2026-01-10 00:00:00"";""Piaci megfontolások"";""Azonos hatóanyag"
"NEO-ANGIN cukormentes szopogató tabletta;""24 X   - buborékcsomagolásban"";""OGYI-T-10365/13"";""amylmetacresol;Levomenthol;Dichlorobenzyl alcohol"";""Divapharma GmbH"";""R02AA20"";""2022-04-30 00:00:00"";""2026-01-10 00:00:00"";""Piaci megfontolások"";""Azonos hatóanyag"
"NEO-ANGIN cukormentes szopogató tabletta;""48 X   - buborékcsomagolásban"";""OGYI-T-10365/14"";""amylmetacresol;Levomenthol;Dichlorobenzyl alcohol"";""Divapharma GmbH"";""R02AA20"";""2022-04-30 00:00:00"";""2026-01-10 00:00:00"";""Piaci megfontolások"";""Azonos hatóanyag"
"NEO-ANGIN szopogató tabletta;""24 X   - buborékcsomagolásban"";""OGYI-T-10365/01"";""amylmetacresol;Levomenthol;Dichlorobenzyl alcohol"";""Divapharma GmbH"";""R02AA20"";""2024-12-10 00:00:00"";""2026-01-10 00:00:00"";""Gyártási gond"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NEO-ANGIN zsálya szopogató tabletta;""12 X   - buborékcsomagolásban"";""OGYI-T-10365/07"";""Dichlorobenzyl alcohol;amylmetacresol;Levomenthol"";""Divapharma GmbH"";""R02AA20"";""2020-04-01 00:00:00"";""2026-01-10 00:00:00"";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
"NEO-ANGIN zsálya szopogató tabletta;""16 X   - buborékcsomagolásban"";""OGYI-T-10365/08"";""Dichlorobenzyl alcohol;amylmetacresol;Levomenthol"";""Divapharma GmbH"";""R02AA20"";""2020-04-01 00:00:00"";""2026-01-10 00:00:00"";""Piaci megfontolások"";""Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ"";"
